O1,H1,L1,C1,V1,O2,H2,L2,C2,V2,O3,H3,L3,C3,V3,O4,H4,L4,C4,V4,O5,H5,L5,C5,V5,O6,H6,L6,C6,V6,O7,H7,L7,C7,V7,O8,H8,L8,C8,V8
279.79,282.35,279.77,282.04,1638,36962.36,37012.96,36894.71,36957.03,1748,18.238,18.473,18.23,18.417,1282,2515.67,2518.73,2501.79,2505.93,2559,17.252,17.645,17.249,17.408,1853,105.14,105.3,104.81,104.87,435,0.19406,0.1945,0.19406,0.1944,5,0.583,0.5834,0.58,0.5804,547
282.04,282.1,280.11,280.25,1205,36957.03,37069.08,36932.87,36988.91,1617,18.417,18.525,18.417,18.448,1056,2506.22,2521.75,2506.13,2509.7,2451,17.407,17.447,17.149,17.173,1428,104.9,105.44,104.77,105.18,406,0.19439,0.19463,0.19384,0.19421,6,0.5804,0.5824,0.5764,0.5794,811
280.26,281.4,279.96,280.64,1220,36988.92,37045.22,36941.43,36977.36,1399,18.449,18.507,18.37,18.372,1162,2509.74,2517.34,2496.89,2503.75,2318,17.173,17.18,16.816,16.939,2338,105.16,105.46,104.86,105.05,276,0.19393,0.19393,0.19333,0.19333,6,0.5794,0.582,0.5786,0.5792,540
280.65,281.33,279.7,279.95,976,36977.36,37015.36,36812.34,36922.4,1913,18.371,18.391,18.264,18.269,1160,2503.74,2505.26,2476.79,2491.56,2810,16.938,17.162,16.851,16.901,2188,105.04,105.11,103.92,104.48,397,0.1927,0.1927,0.19041,0.19054,11,0.5792,0.58,0.5752,0.5778,507
279.98,280.38,278.3,280.04,1260,36922.4,36984.83,36895.9,36928.19,1284,18.268,18.269,17.849,17.88,2320,2491.65,2504.07,2490.3,2499.97,2387,16.898,17.479,16.849,17.448,2478,104.45,104.73,104.28,104.54,446,0.19052,0.19159,0.18952,0.18952,9,0.5778,0.5794,0.5778,0.5784,453
280.03,281.34,279.83,280.74,912,36923.19,36953.24,36849.06,36953.24,1235,17.877,18.02,17.8,17.804,1888,2499.45,2505.15,2489.84,2503.83,2292,17.457,17.457,17.223,17.274,2081,104.5,104.64,104.16,104.6,435,0.18899,0.19056,0.1884,0.19048,10,0.5785,0.5795,0.5771,0.5795,323
280.75,281.23,279.97,280.9,871,36953.24,37042.56,36925.17,37001.39,1318,17.801,18.101,17.785,18.004,1920,2503.77,2510.7,2501.15,2504.16,2056,17.273,17.319,17.064,17.257,2083,104.59,104.65,104.31,104.47,339,0.19062,0.19062,0.18928,0.18928,7,0.5795,0.5807,0.579,0.5805,266
280.97,281.6,280.6,281.22,657,37001.39,37086.19,36966.93,36973.79,1312,18.005,18.014,17.858,17.934,1563,2504.15,2516.57,2502.83,2507.41,2271,17.257,17.573,17.182,17.405,1666,104.44,104.79,104.36,104.36,196,0.18946,0.18946,0.18795,0.1887,8,0.5805,0.5818,0.58,0.5805,260
281.21,281.66,280.66,280.73,711,36973.79,37044.85,36874.78,37006.25,1683,17.933,17.967,17.803,17.874,1605,2507.21,2514.46,2502.33,2512.24,2016,17.444,17.56,17.29,17.343,1385,104.33,104.51,103.97,104.38,257,0.18867,0.18949,0.18867,0.18882,6,0.5805,0.5809,0.5788,0.5806,296
280.74,280.9,279.13,280.09,809,37006.25,37076.32,36919.02,37061.82,1328,17.873,18.008,17.852,17.943,1176,2512.42,2525.84,2505.01,2522.51,2217,17.344,17.746,17.299,17.739,1968,104.36,104.52,104.01,104.27,457,0.18892,0.18892,0.18815,0.18844,6,0.5806,0.5843,0.5803,0.5843,386
280.1,280.42,279.28,280.19,902,37059.82,37203.6,37046.32,37169.48,1772,17.974,18.003,17.865,17.956,860,2522.51,2529.45,2517.6,2527.66,2527,17.737,18.095,17.648,17.852,2534,104.28,105.07,104.28,104.93,365,0.18855,0.19056,0.18846,0.19056,8,0.5842,0.5858,0.5839,0.585,383
280.18,281.35,280.12,280.96,1032,37163.98,37240.7,37125.81,37206.56,1484,17.957,18.164,17.939,18.163,1195,2527.26,2534.53,2525.09,2529.6,1929,17.853,17.866,17.642,17.671,2793,104.84,105.16,104.4,104.57,854,0.19138,0.19211,0.19066,0.19116,10,0.5849,0.5858,0.5828,0.5833,372
280.97,281.52,280.17,280.63,1010,37206.56,37219.27,37115.39,37165.4,1326,18.162,18.35,18.138,18.231,2181,2529.84,2537.05,2523.54,2534.32,1787,17.67,17.671,17.16,17.169,2822,104.55,104.64,104.25,104.58,499,0.19074,0.19074,0.18993,0.1902,10,0.5834,0.5834,0.581,0.5818,358
280.63,280.66,279.46,279.83,758,37165.4,37170.64,37096.57,37139.71,1195,18.231,18.231,18.098,18.1,1845,2534.19,2534.42,2522.87,2529.69,1610,17.176,17.197,16.775,16.906,3018,104.59,104.59,103.99,104.24,176,0.18952,0.18952,0.18862,0.18914,11,0.5816,0.5821,0.58,0.5809,310
279.84,279.87,278.38,278.87,736,37141.19,37274.25,37141.19,37230.78,1515,18.101,18.102,17.877,17.88,2038,2530.04,2546.69,2529.75,2541.2,2527,16.907,16.974,16.68,16.789,2213,104.25,104.79,104.25,104.71,253,0.18846,0.18865,0.18558,0.18679,13,0.5809,0.5837,0.5809,0.5831,319
278.87,280.34,278.87,279.9,850,37208.78,37232.78,37155.43,37215.67,1307,17.881,17.969,17.514,17.677,2555,2541.2,2543.92,2533.69,2542.77,2232,16.786,16.895,16.444,16.51,2260,104.72,104.74,104.51,104.73,238,0.18672,0.18748,0.1865,0.1871,9,0.5832,0.5837,0.5816,0.5835,234
279.91,280.01,278.71,279.19,581,37215.42,37361.43,37158.17,37266.12,1446,17.676,17.803,17.63,17.758,1734,2542.74,2555.99,2539.4,2549.72,2058,16.511,16.962,16.511,16.945,2308,104.67,105.05,104.53,104.8,227,0.18691,0.18725,0.18458,0.1847,11,0.5834,0.5873,0.5826,0.5854,315
279.2,280.39,278.63,279.94,910,37266.12,37270.12,37125.35,37162.84,1322,17.759,17.836,17.357,17.377,1830,2549.7,2552.82,2537.76,2541.81,2095,16.944,17.143,16.873,16.892,1861,104.8,105.1,104.6,104.64,244,0.18543,0.18721,0.18543,0.18707,9,0.5855,0.5855,0.5829,0.5832,329
279.9,280.07,278.87,279.24,841,37160.84,37420.48,36857.98,37205.14,2830,17.379,17.521,17.364,17.496,1699,2541.48,2571.29,2517.8,2556.26,3629,16.906,17.013,16.787,16.831,1798,104.56,105.72,103.97,104.86,998,0.18695,0.18765,0.18652,0.18652,8,0.5831,0.5879,0.5802,0.583,670
279.23,282.38,277.44,280.27,1884,37204.14,37253.49,36824.28,37045.89,2771,17.494,17.512,17.391,17.433,1251,2556.27,2557.15,2517.51,2539.11,3237,16.834,16.939,16.738,16.751,1665,104.78,105.04,103.94,104.77,682,0.18682,0.18771,0.18674,0.18674,7,0.5829,0.5831,0.5787,0.5827,914
280.28,280.55,277.46,280.04,2141,37033.39,37135.46,36893.54,37003.5,2195,17.433,17.537,17.4,17.454,1339,2539.05,2545.23,2526.6,2533.27,2733,16.759,16.79,16.509,16.679,1941,104.72,105.4,104.54,104.89,534,0.18689,0.1871,0.18689,0.1871,6,0.5827,0.5836,0.5802,0.5811,453
280.02,280.75,278.59,278.8,1374,37000.5,37267.17,36798.88,37263.17,2677,17.453,17.522,17.302,17.302,1220,2533.21,2558.85,2519.56,2557.72,3590,16.68,16.764,16.625,16.649,1609,104.91,105.89,104.5,105.86,864,0.18708,0.18736,0.18641,0.18641,7,0.5812,0.5835,0.5788,0.5833,622
278.86,280.73,277.6,280.62,1912,37263.17,37369.67,37207.12,37219.28,2258,17.303,17.314,17.114,17.24,1805,2557.78,2570,2551.56,2552.6,2568,16.65,16.754,16.544,16.714,1672,105.93,106.17,105.62,105.88,675,0.18683,0.18767,0.18683,0.18747,6,0.5834,0.5851,0.5829,0.5838,424
280.62,281.46,280.4,280.69,1340,37225.28,37498.57,37191.49,37463.07,2113,17.239,17.318,17.201,17.259,1399,2552.61,2578.75,2552.06,2576.1,2699,16.715,16.856,16.683,16.842,1409,105.88,106.72,105.57,106.62,630,0.18782,0.18785,0.18685,0.18785,7,0.5838,0.5868,0.5823,0.5865,518
280.7,282.47,279.97,282.12,1519,37472.57,37712.36,37233.48,37665.86,3405,17.257,17.349,17.161,17.321,1505,2576.11,2598.67,2555.45,2588.66,4223,16.841,16.858,16.736,16.736,1289,106.61,107.67,106.18,107.26,962,0.18756,0.1878,0.18756,0.18772,5,0.5865,0.5909,0.5845,0.59,808
282.14,284.65,280.87,283.57,2598,37665.86,37887.82,37586.62,37728.42,3815,17.322,17.405,17.301,17.39,1055,2588.87,2632.51,2583.4,2622.5,4759,16.73,16.747,16.614,16.712,1289,107.26,108.44,107.03,107.77,1195,0.18812,0.18831,0.1877,0.1877,6,0.59,0.5957,0.5896,0.5927,999
283.57,286.08,282.86,284.71,3085,37718.92,37908.9,37669.49,37780.43,2956,17.384,17.423,17.356,17.36,973,2622.29,2632,2612.01,2623.54,4144,16.713,16.809,16.645,16.791,1279,107.76,108.06,107.47,107.77,841,0.18752,0.18752,0.18657,0.18714,7,0.5926,0.5944,0.5913,0.5926,640
284.71,285.49,284.24,285.11,2164,37780.43,38010.9,37765.43,37961.39,3695,17.36,17.397,17.295,17.385,1103,2624.44,2648.43,2623.87,2643.46,4783,16.79,16.953,16.787,16.945,1511,107.77,108.34,107.44,107.88,1096,0.18739,0.18798,0.18715,0.18798,7,0.5927,0.5949,0.591,0.5932,988
285.19,286.59,284.7,285.69,2714,37961.39,38404.75,37913.48,38170.02,3797,17.384,17.466,17.329,17.459,1063,2643.43,2690.59,2637.71,2672.08,4775,16.944,17.154,16.917,17.093,1796,107.83,109.47,107.82,108.64,1244,0.18812,0.1884,0.1879,0.18813,6,0.5931,0.6015,0.5931,0.5992,993
285.69,288.86,285.64,287.37,2911,38170.02,38622.44,38161.19,38325.47,4058,17.46,17.523,17.451,17.502,1058,2672.36,2695.74,2671.74,2673.28,4877,17.091,17.117,17.024,17.075,1528,108.67,109.45,108.63,108.8,1215,0.18831,0.18875,0.18831,0.18835,6,0.5993,0.6031,0.5993,0.5995,981
287.38,290.01,287.38,288.18,3080,38332.47,38569.39,38280.06,38550.97,2580,17.501,17.58,17.489,17.545,1129,2673.36,2694.02,2668.96,2693.5,3533,17.076,17.085,16.877,16.939,1354,108.77,109.8,108.73,109.71,531,0.18817,0.18832,0.18786,0.18786,5,0.5994,0.603,0.5991,0.6029,504
288.17,288.96,287.32,288.86,1538,38550.92,38561.3,38349.03,38382.53,2438,17.544,17.609,17.524,17.603,1032,2693.44,2695.67,2670.08,2673.48,3719,16.94,17.275,16.939,17.248,1803,109.73,109.77,109.14,109.33,666,0.1879,0.18894,0.18714,0.18872,7,0.6029,0.6031,0.5989,0.5994,606
288.71,288.87,287.03,287.15,1369,38382.53,38623.21,38371.75,38463.32,2579,17.604,17.606,17.499,17.505,1003,2673.47,2693.4,2672.34,2685.42,3931,17.25,17.255,17.136,17.164,1331,109.34,110.05,109.29,109.7,548,0.18904,0.19043,0.18904,0.19026,7,0.5993,0.6019,0.5993,0.6005,473
287.18,287.61,286.38,286.4,1619,38463.32,38751.14,38434.23,38531.51,2800,17.503,17.665,17.502,17.643,1119,2685.41,2706.17,2675.08,2678.83,3636,17.164,17.27,17.086,17.15,1602,109.63,110.81,109.62,109.92,575,0.19029,0.19039,0.19022,0.19022,7,0.6004,0.6052,0.6001,0.6016,610
286.39,287.14,282.61,283.06,1828,38542.51,38579.51,38380,38476.87,2422,17.644,17.648,17.584,17.621,946,2679.08,2683.94,2661.36,2682.96,4091,17.152,17.153,16.955,16.998,1491,109.93,109.97,109.12,109.34,719,0.19026,0.191,0.19026,0.191,6,0.6017,0.604,0.6002,0.6035,583
283.09,283.68,281.27,281.92,1918,38482.37,38520.29,38242.55,38492.37,2520,17.622,17.728,17.592,17.676,1092,2683.2,2685.74,2661.59,2684.02,3811,16.999,17.168,16.741,16.971,2100,109.37,109.55,108.62,109.12,979,0.19084,0.19131,0.19013,0.19013,7,0.6035,0.6038,0.6005,0.6031,563
281.96,282.27,280.1,281.87,1885,38492.37,38592.12,38389.22,38463.22,2172,17.675,17.687,17.556,17.584,1102,2683.94,2695.46,2675.65,2684.83,3663,16.97,16.984,16.661,16.818,2276,109.13,109.48,108.94,109.04,470,0.19007,0.19247,0.18914,0.19209,10,0.603,0.6051,0.6023,0.6047,448
281.9,283.33,281.41,282.64,1639,38461.22,38556.75,38332.55,38456.99,1718,17.583,17.792,17.458,17.61,1617,2684.09,2689.53,2672.8,2680.01,2760,16.817,16.887,16.711,16.717,1836,109.03,109.05,108.03,108.51,461,0.1905,0.1905,0.18862,0.19043,11,0.6047,0.606,0.6047,0.6054,342
282.65,284.26,282.42,283.74,1203,38460.17,38475.69,38367.21,38425.59,1059,17.609,17.611,17.45,17.605,1873,2680.02,2683.31,2673.14,2678.79,1421,16.716,16.961,16.592,16.955,2137,108.52,108.7,108.33,108.61,619,0.19023,0.19023,0.18928,0.1894,8,0.6053,0.6053,0.6025,0.6034,224
283.77,284.16,283.56,283.88,644,38473.59,38760.37,38431.4,38677.82,1502,17.604,17.65,17.546,17.559,1442,2681.13,2704.77,2677.94,2691.9,2619,16.956,17.096,16.926,16.985,1702,108.67,109.66,108.62,109.25,596,0.18878,0.19019,0.18835,0.19019,11,0.6042,0.6067,0.6036,0.6065,256
283.68,285.76,283.64,285.28,910,38677.83,38677.83,38388.34,38438.2,1651,17.563,17.719,17.473,17.715,1748,2691.88,2693.38,2679.29,2683.57,3913,16.987,17.064,16.829,17.041,1688,109.25,109.47,108.98,109.18,790,0.19027,0.19072,0.19027,0.19051,8,0.6065,0.6065,0.6036,0.6052,254
284.85,285.35,283,283.86,1279,38438.7,38517.64,38395.99,38455.03,1423,17.716,17.797,17.715,17.748,1423,2683.18,2687.45,2676.78,2681.34,2324,17.036,17.364,16.91,17.295,2491,109.19,109.34,108.63,108.96,885,0.19042,0.19148,0.19042,0.19049,9,0.6053,0.6175,0.6053,0.6157,624
283.82,284.62,283.05,284.24,1044,38455.03,38532.61,38318.01,38443.01,1584,17.749,17.902,17.7,17.89,1532,2680.75,2690.91,2673.32,2686.59,2307,17.292,17.626,17.27,17.503,2955,108.95,109.21,108.45,108.74,792,0.19167,0.19312,0.19103,0.19312,12,0.6156,0.6193,0.6094,0.6113,867
284.19,285.58,283.28,284.46,1154,38446.51,38638.22,38306.68,38412.49,2222,17.888,18.094,17.78,18.002,2343,2686.59,2706.07,2680.77,2688.69,3302,17.5,17.579,17.427,17.559,2467,108.76,109.29,108.34,108.77,865,0.19253,0.19467,0.19253,0.19326,12,0.6114,0.6127,0.6061,0.6097,785
284.46,285.94,283.57,284.07,1623,38397.49,38419.99,38281.67,38345.21,1857,18.001,18.233,17.991,18.108,2479,2688.7,2695.8,2680.35,2693.23,2641,17.559,17.681,17.449,17.539,2857,108.76,108.86,108.41,108.53,280,0.19348,0.1936,0.19228,0.19285,11,0.6097,0.6106,0.6079,0.6094,383
284.04,284.45,283.35,283.83,983,38346.94,38425.42,38287.02,38313.46,1306,18.107,18.681,18.086,18.538,2475,2693.16,2702.93,2692.09,2699.29,2429,17.538,17.639,17.064,17.064,1917,108.52,108.7,108.33,108.39,410,0.19295,0.1934,0.19279,0.19336,12,0.6094,0.6121,0.6094,0.6121,349
283.8,284.31,283.21,283.47,817,38313.46,38350.03,38182.02,38258.33,1585,18.539,18.675,18.456,18.558,2807,2699.51,2700.62,2678.31,2686.01,2577,17.138,17.205,17.038,17.048,256,108.38,108.56,107.71,108.37,373,0.19303,0.19533,0.19303,0.19376,12,0.6121,0.6133,0.6099,0.6121,419
283.48,283.61,281.9,282.76,1031,38257.83,38448.98,38210.19,38445.14,1543,18.557,18.952,18.554,18.772,2998,2686.01,2701.34,2680.14,2701.25,2200,17.047,17.239,16.979,17.207,1840,108.26,108.91,108.12,108.91,297,0.19451,0.19498,0.1933,0.1933,11,0.6122,0.6148,0.6112,0.6148,308
282.77,284.52,282.28,284.51,936,38433.14,38515.7,38402.22,38422.06,1442,18.776,18.953,18.739,18.803,2434,2701.24,2718.61,2697.86,2712.3,2811,17.208,17.21,17.002,17.041,1866,108.9,109.38,108.67,109.03,342,0.19289,0.19408,0.19289,0.19408,9,0.6146,0.6161,0.6142,0.6153,335
284.19,285.32,283.92,284.68,908,38422.06,38613.37,38409.06,38492.97,1549,18.802,18.912,18.747,18.905,1697,2712.26,2743.7,2711.12,2735.69,3444,17.04,17.093,16.969,17.005,1806,108.96,110.71,108.94,110.23,633,0.19364,0.19364,0.19248,0.19267,9,0.6151,0.6185,0.615,0.6174,399
284.69,286.63,284.55,286.09,1095,38487.47,38668.68,38468.26,38598.47,1783,18.906,18.911,18.719,18.765,1917,2735.26,2758.72,2734.69,2755.59,3553,17.004,17.268,16.994,17.161,2307,110.24,111.14,110.22,110.84,492,0.1928,0.19319,0.19255,0.19288,9,0.6174,0.6227,0.6169,0.6204,493
286.25,288.52,286.04,288.13,1074,38585.47,38671,38486.99,38523.06,1498,18.764,18.867,18.733,18.843,1856,2755.02,2765.98,2732.6,2739.82,2806,17.16,17.193,16.782,16.886,578,110.79,111.19,110,110.2,317,0.19272,0.19373,0.19264,0.19264,10,0.6203,0.6214,0.6169,0.6178,437
287.9,288.99,286.47,286.99,935,38518.06,38603.33,38502.06,38591.52,1147,18.844,19.077,18.833,18.964,2108,2739.92,2748.43,2734.71,2748.19,2119,16.894,16.894,16.713,16.758,20,110.21,110.34,109.91,110.21,323,0.19233,0.19233,0.19168,0.19213,10,0.6177,0.6196,0.6176,0.619,300
287,287.45,286.47,287.11,649,38591.52,38597.3,38490.68,38593.78,1195,18.965,19.179,18.888,19.176,2144,2748.2,2752.18,2734.16,2741.48,1896,16.748,17.076,16.748,17.075,718,110.13,110.19,109.8,110.06,196,0.19198,0.19277,0.1915,0.19277,8,0.619,0.6201,0.618,0.6187,301
286.88,287.5,286.13,286.41,580,38593.78,38633.71,38385.79,38424.67,1516,19.18,19.268,19.026,19.223,2287,2741.58,2746.56,2730.15,2730.87,2063,17.074,17.182,17.072,17.14,1547,110.08,110.37,109.54,109.69,485,0.19287,0.19336,0.19257,0.19293,10,0.6187,0.6201,0.616,0.6162,309
286.43,287.14,285.46,285.76,734,38424.67,38441.17,38242.23,38297.67,2135,19.225,19.571,19.223,19.384,2359,2730.55,2734.19,2718.45,2731.17,2509,17.141,17.174,17.1,17.12,1120,109.7,110.12,109.31,110.11,856,0.19341,0.19374,0.19336,0.19347,7,0.6162,0.6168,0.6135,0.6145,432
285.73,285.94,284.5,285.57,1189,38297.67,38359.17,38275.86,38326.48,1477,19.385,19.465,19.28,19.34,1856,2731.79,2741.51,2730.64,2740.51,1840,17.151,17.318,17.134,17.286,1153,110.12,110.24,109.8,109.99,236,0.19361,0.19395,0.19359,0.19395,5,0.6144,0.6153,0.6138,0.614,300
285.56,286,285.06,285.63,727,38323.48,38469.95,38305.48,38426.4,1335,19.344,19.447,19.301,19.42,1110,2739.96,2746.83,2737.06,2738.87,1724,17.284,17.286,17.074,17.163,1191,109.99,110.42,109.99,110.04,310,0.19378,0.19452,0.19378,0.19443,5,0.614,0.6149,0.6133,0.6137,276
285.54,286.3,285.44,285.58,663,38421.4,38513.6,38330.92,38501.07,1571,19.44,19.589,19.399,19.526,972,2737.72,2745.48,2715.83,2744.14,2691,17.162,17.21,17.094,17.186,1377,110.03,110.31,109.81,110.2,406,0.19435,0.19435,0.1938,0.19396,6,0.6136,0.6136,0.6115,0.6133,341
285.56,287.16,285.34,287.07,787,38499.07,38605.2,38467.01,38546.44,1779,19.525,19.554,19.419,19.534,932,2743.95,2748.98,2740.41,2743.1,2206,17.185,17.246,17.046,17.123,1314,110.18,110.63,110.01,110.51,366,0.19414,0.19575,0.19378,0.19575,6,0.6134,0.6157,0.6131,0.6157,278
287.03,287.91,286.66,287.37,975,38542.94,38986.23,38478.98,38986.23,1847,19.534,19.546,19.335,19.368,1258,2742.73,2788.88,2741.32,2787.9,2700,17.126,17.306,17.061,17.161,1728,110.49,111.96,110.43,111.91,583,0.19505,0.19532,0.19411,0.19411,8,0.6157,0.6239,0.6153,0.6239,431
287.36,289.92,287.1,289.85,1140,38986.73,39103.73,38360.81,38404.45,3942,19.368,19.423,19.259,19.348,1348,2787.82,2794.08,2749.87,2751.91,4362,17.16,17.553,17.112,17.325,1925,111.93,112.16,109.83,110.18,1348,0.19447,0.19568,0.19447,0.19467,9,0.624,0.6248,0.6128,0.6142,1042
289.85,290.61,285.22,285.92,2900,38399.95,38450.21,38197.43,38227.89,3253,19.347,19.48,19.278,19.314,1783,2751.41,2751.7,2729.29,2730.12,3846,17.324,17.394,17.235,17.254,1428,110.09,110.1,108.97,109.09,731,0.19456,0.19521,0.19442,0.19518,7,0.6142,0.6142,0.6089,0.6108,787
285.71,286.24,284.13,284.73,2495,38231.39,38370.83,37982.1,38225.09,2535,19.316,19.327,19.243,19.275,1283,2729.91,2745.39,2716.25,2740.1,3401,17.256,17.31,17.108,17.179,1344,109.13,109.44,108,108.73,1007,0.19551,0.19595,0.19551,0.19595,6,0.6109,0.6137,0.6082,0.6121,614
284.7,285.56,282.04,284.3,1932,38225.09,38317.2,38167.59,38253.58,2190,19.271,19.306,19.196,19.259,1234,2740.23,2743.42,2728.98,2732.78,2611,17.182,17.311,17.119,17.305,1208,108.72,109.1,108.53,108.91,708,0.19617,0.19633,0.19542,0.196,8,0.6121,0.6135,0.6109,0.6121,413
284.3,284.87,283.45,284.23,1374,38253.58,38498.11,38224.47,38380.92,2305,19.258,19.276,19.153,19.191,1178,2732.72,2761.11,2732.72,2751.78,3319,17.288,17.415,17.265,17.333,1339,108.92,109.67,108.88,109.37,306,0.19565,0.19619,0.19565,0.19616,5,0.6121,0.6164,0.6119,0.6155,345
284.23,286.01,283.81,285.2,1312,38381.03,38512.33,38324.62,38430.33,1950,19.192,19.28,19.164,19.257,1178,2751.79,2766.38,2744.49,2757.57,3189,17.325,17.419,17.254,17.256,1547,109.42,109.84,109.13,109.42,507,0.19633,0.19688,0.1963,0.19643,5,0.6155,0.6175,0.614,0.6159,346
285.2,285.93,284.03,285.05,1139,38431.92,38729.53,38380.33,38703.94,2739,19.249,19.348,19.235,19.288,1162,2757.82,2787.97,2754.77,2786.85,3101,17.255,17.447,17.239,17.373,1597,109.4,110.51,109.28,110.49,449,0.19648,0.19739,0.19648,0.19737,6,0.6158,0.6176,0.6148,0.6176,461
285.06,287.73,284.63,287.64,1580,38704.44,38782.75,38583.13,38667.9,2706,19.285,19.549,19.277,19.477,1419,2786.31,2787.5,2769.01,2780.43,3122,17.367,17.507,17.276,17.335,1637,110.45,111.07,110.13,110.89,515,0.19743,0.19964,0.19729,0.19964,8,0.6176,0.6186,0.6152,0.6169,412
287.63,288.19,286.3,287.55,1602,38661.9,38883.52,38478.32,38530.29,3073,19.476,19.854,19.467,19.686,1874,2780.25,2797.95,2764.62,2770.13,3749,17.334,17.434,17.333,17.431,1178,110.94,111.27,110.1,110.44,705,0.19967,0.19985,0.19929,0.19935,6,0.617,0.618,0.6127,0.6141,540
287.51,288.31,285.26,285.88,1823,38537.79,38973.66,38472.29,38958.4,3393,19.687,19.749,19.523,19.555,1385,2770.13,2804.8,2766.45,2801.52,4449,17.434,17.474,17.374,17.444,1097,110.45,111.71,110.25,111.61,968,0.19955,0.19976,0.19915,0.19966,5,0.6139,0.62,0.6135,0.6196,799
285.91,288.07,285.53,287.5,2719,38960.9,39049.35,38756.95,39004.3,3245,19.556,19.588,19.515,19.576,1063,2801.36,2810.99,2783.73,2801.03,4208,17.447,17.553,17.287,17.316,1403,111.62,112.04,110.97,111.95,725,0.19987,0.20024,0.19978,0.19981,5,0.6196,0.62,0.6162,0.6195,727
287.52,288.29,285.99,287.7,2323,38986.3,39015.3,38175.35,38257.13,5137,19.574,19.576,19.416,19.422,1025,2800.79,2800.79,2729.72,2741.11,5543,17.316,17.329,17.102,17.25,1505,111.95,111.95,109.48,109.67,2127,0.19994,0.19994,0.1983,0.1983,5,0.6192,0.6192,0.6106,0.6114,1432
287.3,287.78,282.58,283.16,4179,38257.63,38530.42,38182.09,38403.42,3897,19.421,19.465,19.316,19.349,1172,2741.11,2764.92,2735.06,2747.96,4505,17.251,17.336,17.203,17.334,1138,109.67,110.74,109.4,110.1,1141,0.19857,0.19857,0.19751,0.19751,7,0.6115,0.6158,0.6111,0.6143,931
283.18,285.96,282.56,284.44,3006,38404.42,38712.68,38270.32,38671.5,3657,19.348,19.391,19.231,19.262,1413,2748.83,2777.4,2740.49,2771.2,3998,17.333,17.465,17.31,17.398,1065,110.11,111.17,109.83,111.01,740,0.19744,0.19744,0.19704,0.19707,5,0.6143,0.6195,0.6139,0.6187,667
284.5,286.96,283.55,286.19,2424,38671.5,39023.56,38596.61,39005.03,3804,19.261,19.349,19.26,19.336,1050,2771.2,2792.48,2766.97,2792.14,4175,17.393,17.443,17.351,17.441,1049,111.02,111.52,110.47,111.43,716,0.19736,0.19738,0.19736,0.19736,4,0.6186,0.62,0.6154,0.6192,721
286.2,286.89,284.23,286.63,2646,39008.53,39283.95,38861.28,39087.78,3553,19.337,19.467,19.333,19.379,1052,2792.29,2813.03,2779.63,2803.57,4404,17.438,17.506,17.4,17.462,1162,111.44,114.08,111.14,113.8,1467,0.19713,0.19768,0.19713,0.19753,6,0.6191,0.6239,0.6176,0.6221,774
286.59,289.17,286.16,288.36,2787,39087.28,39113.78,38658.84,38670.79,3418,19.382,19.436,19.347,19.368,1055,2803.57,2804.62,2765.75,2765.91,3901,17.471,17.838,17.448,17.838,1377,113.81,114.05,112.02,112.16,1024,0.19813,0.19855,0.19776,0.19855,5,0.6222,0.6222,0.6166,0.6166,624
288.36,288.61,284.76,284.93,2519,38671.29,38918.11,38671.29,38800.15,2639,19.366,19.467,19.352,19.425,1048,2765.96,2786.44,2765.96,2775.82,2909,17.84,17.858,17.38,17.386,2586,112.16,113.28,112.16,112.78,386,0.19853,0.20021,0.19853,0.20021,7,0.6167,0.6189,0.6161,0.6176,453
285.08,287.46,284.59,286.59,1917,38796.15,38919.17,38748.71,38872.98,2032,19.426,19.698,19.413,19.695,1277,2775.72,2800.49,2772.25,2792.9,2378,17.386,17.386,17.063,17.098,2069,112.77,113.79,112.71,113.59,341,0.20026,0.20087,0.19736,0.19769,11,0.6175,0.6221,0.6174,0.6209,320
286.55,287.69,286.21,287.14,1364,38872.98,38872.98,38460.16,38573.76,2910,19.697,19.774,19.451,19.536,2252,2793.05,2793.05,2761.03,2773.69,3594,17.101,17.279,16.962,17.275,1910,113.58,114.33,112.98,113.36,925,0.19708,0.19728,0.19564,0.19623,9,0.6208,0.6209,0.6167,0.6187,601
287.13,287.29,284.83,286,2006,38565.46,38586,38338.69,38487.56,2767,19.527,19.529,19.236,19.384,2103,2773.46,2774.85,2751,2766.37,3387,17.274,17.346,17.178,17.204,1656,113.28,113.71,112.64,113.69,617,0.19651,0.19935,0.19651,0.1972,9,0.6185,0.6187,0.6149,0.6167,540
286.01,286.2,284.12,285.02,1812,38493.56,38552.33,38339.59,38494.33,2650,19.385,19.525,19.152,19.367,1929,2766.53,2771.26,2751.46,2765.87,2993,17.205,17.349,17.193,17.22,1372,113.59,114.36,113.36,114.15,590,0.19782,0.19812,0.19715,0.19715,8,0.6167,0.619,0.6157,0.6187,460
285.02,285.4,284.22,285.11,1459,38494.83,38657.6,38431.33,38630.07,2455,19.366,19.522,19.304,19.494,1602,2764.81,2777.11,2761.57,2770.73,3147,17.219,17.269,17.13,17.192,1425,114.11,114.93,113.72,114.44,778,0.19766,0.19874,0.19766,0.19813,8,0.6184,0.62,0.618,0.6192,429
